rr,date,tn,tx,sa,snow
1.177401129943503,1961-05-02,7.777966101694916,17.338983050847457,26766.101694915254,0
3.335028248587571,1961-05-03,8.124858757062148,19.17175141242938,26088.813559322032,0
0.7016949152542373,1961-05-04,8.44180790960452,18.196045197740112,22157.28813559322,0
0,1961-05-05,8.472316384180791,21.18361581920904,42006.101694915254,0
29.645762711864407,1961-05-06,10.947457627118645,22.484745762711867,29249.491525423728,0
7.886440677966102,1961-05-07,11.577401129943503,20.010734463276837,26532.20338983051,0
0.672316384180791,1961-05-08,8.768361581920905,16.584180790960453,24396.610169491527,0
0.8412429378531073,1961-05-09,5.766101694915254,16.04406779661017,34858.983050847455,0
0.792090395480226,1961-05-10,6.109039548022599,14.16045197740113,34553.898305084746,0
2.365536723163842,1961-05-11,3.690395480225989,12.443502824858758,36795.254237288136,0
1.8847457627118644,1961-05-12,4.098870056497176,11.007344632768362,14544.406779661016,0
0.7819209039548023,1961-05-13,3.774576271186441,13.187005649717515,22218.305084745763,0
2.137853107344633,1961-05-14,6.066666666666667,15.508474576271187,11385.762711864407,0
7.469491525423729,1961-05-15,7.8474576271186445,12.286440677966102,1940.3389830508474,0
3.8700564971751414,1961-05-16,6.054237288135593,10.848022598870058,1718.6440677966102,0
0.1271186440677966,1961-05-17,2.984180790960452,13.617514124293786,28248.813559322032,0
0,1961-05-18,4.621468926553673,14.493220338983052,18724.06779661017,0
0,1961-05-19,4.483050847457627,15.688700564971752,32101.01694915254,0
0,1961-05-20,7.363841807909605,17.39265536723164,12107.796610169491,0
0.4028248587570622,1961-05-21,7.672881355932204,16.752542372881358,16804.06779661017,0
2.207909604519774,1961-05-22,8.258757062146893,15.214689265536723,2853.5593220338983,0
0.26101694915254237,1961-05-23,8.093220338983052,17.330508474576273,13442.033898305084,0
0,1961-05-24,8.985310734463278,19.26214689265537,32288.13559322034,0
0,1961-05-25,7.5875706214689265,21.358757062146893,46328.13559322034,0
0.3581920903954803,1961-05-26,10.151977401129944,22.828813559322036,36004.06779661017,0
1.1728813559322036,1961-05-27,10.248587570621469,21.649717514124294,33103.72881355932,0
18.93446327683616,1961-05-28,9.119774011299436,18.53898305084746,28667.79661016949,0
21.979661016949155,1961-05-29,8.042372881355933,15.985310734463278,333.5593220338983,0
0.17401129943502827,1961-05-30,6.174011299435029,14.221468926553673,14760,0
0.03389830508474576,1961-05-31,7.010169491525424,21.677966101694917,46417.627118644064,0
0.3858757062146893,1961-06-01,9.538418079096045,23.152542372881356,31305.762711864405,0
7.3977401129943505,1961-06-02,9.12316384180791,21.568926553672316,26540.338983050846,0
2.275141242937853,1961-06-03,11.027118644067798,16.859322033898305,1242.7118644067796,0
0.4954802259887006,1961-06-04,11.387005649717516,20.351977401129943,19584.406779661018,0
0.5338983050847458,1961-06-05,11.486440677966103,20.59943502824859,12929.49152542373,0
5.5129943502824865,1961-06-06,12.807344632768363,22.196610169491528,22608.813559322032,0
13.859887005649718,1961-06-07,12.42542372881356,17.88361581920904,2078.64406779661,0
14.790395480225989,1961-06-08,13.335028248587571,18.884180790960453,4501.016949152542,0
1.536723163841808,1961-06-09,13.379661016949154,22.115254237288138,23393.898305084746,0
9.8389830508474585,1961-06-10,12.98135593220339,18.782485875706215,4694.237288135593,0
0.8898305084745763,1961-06-11,11.238418079096046,20.24180790960452,17310.508474576272,0
2.2474576271186444,1961-06-12,11.245762711864408,20.93728813559322,16324.06779661017,0
1.401129943502825,1961-06-13,11.419209039548024,21.021468926553673,21069.15254237288,0
0.4457627118644068,1961-06-14,12.331073446327684,20.612994350282488,26678.64406779661,0
5.352542372881357,1961-06-15,9.345197740112996,20.940677966101696,35410.16949152543,0
0,1961-06-16,9.807909604519775,21.138983050847457,43749.15254237288,0
0,1961-06-17,12.279661016949154,22.667796610169493,41294.23728813559,0
0,1961-06-18,12.957062146892657,25.620903954802262,47267.79661016949,0
0.09435028248587571,1961-06-19,15.068926553672318,28.479661016949155,45219.661016949154,0
0.35084745762711866,1961-06-20,15.277401129943504,22.94406779661017,9498.305084745763,0
1.865536723163842,1961-06-21,14.503389830508475,24.33898305084746,20963.389830508473,0
28.00225988700565,1961-06-22,15.338983050847459,25.37401129943503,21443.389830508473,0
0,1961-06-23,14.750847457627119,24.549152542372884,42339.661016949154,0
0,1961-06-24,15.024293785310736,28.582485875706215,47475.254237288136,0
0.23954802259887006,1961-06-25,16.923728813559322,28.305649717514125,38558.64406779661,0
1.5751412429378533,1961-06-26,17.446892655367233,28.69209039548023,28993.22033898305,0
5.196045197740113,1961-06-27,17.435593220338983,29.014689265536724,29902.372881355932,0
0,1961-06-28,14.443502824858758,21.65593220338983,24699.661016949154,0
0,1961-06-29,9.624293785310735,21.216949152542373,46016.94915254237,0
0,1961-06-30,10.875141242937854,24.73898305084746,51337.627118644064,0
0,1961-07-01,13.566666666666668,26.854802259887006,50239.32203389831,0
0,1961-07-02,15.32090395480226,28.112429378531075,50090.84745762712,0
0,1961-07-03,15.553672316384182,29.663841807909606,50987.79661016949,0
17.901129943502827,1961-07-04,15.29774011299435,29.69265536723164,36256.27118644068,0
6.438418079096046,1961-07-05,11.060451977401131,17.718079096045198,4926.1016949152545,0
1.4790960451977402,1961-07-06,9.13728813559322,18.720338983050848,23231.186440677968,0
0,1961-07-07,9.449717514124295,19.680225988700567,29957.28813559322,0
0,1961-07-08,11.097740112994352,20.340112994350285,19604.745762711864,0
0.6774011299435029,1961-07-09,11.131073446327685,20.20960451977401,14896.271186440677,0
0.2112994350282486,1961-07-10,10.10677966101695,21.97627118644068,23115.254237288136,0
0.2435028248587571,1961-07-11,12.384180790960453,25.0180790960452,28525.42372881356,0
0,1961-07-12,14.007909604519774,26.133333333333336,45124.06779661017,0
8.762146892655368,1961-07-13,14.200000000000001,24.90677966101695,35593.220338983054,0
0,1961-07-14,10.177401129943503,21.5045197740113,48280.67796610169,0
4.1231638418079095,1961-07-15,12.34632768361582,23.59943502824859,23597.28813559322,0
8.73220338983051,1961-07-16,11.236723163841809,19.394350282485878,3776.9491525423728,0
0.14180790960451978,1961-07-17,8.719774011299435,22.04406779661017,13350.50847457627,0
0.2152542372881356,1961-07-18,10.275141242937854,20.455932203389832,31647.457627118645,0
7.854802259887006,1961-07-19,10.317514124293787,22.20169491525424,28983.050847457627,0
2.392090395480226,1961-07-20,12.114124293785311,19.66949152542373,16183.728813559323,0
7.444632768361583,1961-07-21,11.487005649717515,21.36045197740113,28537.627118644068,0
0.7090395480225989,1961-07-22,11.532768361581923,20.897740112994352,7240.677966101695,0
1.4175141242937854,1961-07-23,13.293220338983051,17.219774011299435,0,0
0,1961-07-24,10.103954802259887,21.77853107344633,42022.372881355936,0
0,1961-07-25,10.520903954802261,21.531073446327685,41766.101694915254,0
0,1961-07-26,10.326553672316384,24.4180790960452,45091.52542372881,0
0,1961-07-27,15.087005649717515,28.207344632768365,41458.983050847455,0
16.07175141242938,1961-07-28,16.298870056497176,26.233333333333334,23467.118644067796,0
1.529943502824859,1961-07-29,11.738983050847459,19.638983050847457,0,0
2,1961-07-30,9.707344632768363,16.0954802259887,19179.661016949154,0
0,1961-07-31,9.515254237288136,20.859887005649718,27480,0
0,1961-08-01,10.00225988700565,23.39265536723164,44434.57627118644,0
0.12146892655367232,1961-08-02,11.777966101694917,24.371186440677967,38515.93220338983,0
0.03672316384180791,1961-08-03,14.366666666666667,20.287005649717514,4002.7118644067796,0
0,1961-08-04,9.52768361581921,22.702824858757065,44214.91525423729,0
0,1961-08-05,13.692090395480227,26.427118644067797,45461.69491525424,0
0,1961-08-06,14.193220338983052,28.35819209039548,48063.05084745763,0
0.2378531073446328,1961-08-07,15.34858757062147,28.32937853107345,41485.42372881356,0
0.10903954802259888,1961-08-08,17.302824858757063,28.887570621468928,42004.06779661017,0
0,1961-08-09,18.417514124293785,29.88531073446328,43692.20338983051,0
0,1961-08-10,18.32768361581921,30.811864406779662,44741.69491525424,0
2.0830508474576273,1961-08-11,18.46892655367232,30.954237288135594,41851.52542372881,0
7.776836158192091,1961-08-12,13.921468926553674,27.29322033898305,34507.1186440678,0
0,1961-08-13,11.377401129943504,21.454802259887007,35896.27118644068,0
0,1961-08-14,8.807909604519775,22.145762711864407,39203.38983050847,0
12.987005649717515,1961-08-15,11.207909604519775,21.365536723163842,14013.559322033898,0
6.582485875706215,1961-08-16,10.77401129943503,17.207909604519774,9195.254237288136,0
0.996045197740113,1961-08-17,6.5728813559322035,16.48418079096045,20674.57627118644,0
0.7129943502824859,1961-08-18,8.868361581920905,17.825988700564974,23782.372881355932,0
12.451412429378532,1961-08-19,8.479661016949153,23.521468926553673,35552.542372881355,0
3.7214689265536727,1961-08-20,10.715254237288136,18.046892655367234,12058.983050847457,0
0,1961-08-21,9.285310734463277,22.20169491525424,43452.20338983051,0
11.054802259887007,1961-08-22,11.658192090395481,24.494915254237288,35591.186440677964,0
0.24124293785310738,1961-08-23,10.857627118644068,19.630508474576274,30573.5593220339,0
0.015819209039548022,1961-08-24,10.793220338983051,20.596045197740114,12996.610169491525,0
0,1961-08-25,13.074011299435028,21.19717514124294,21402.71186440678,0
0,1961-08-26,11.623728813559323,23.79265536723164,43197.96610169492,0
0,1961-08-27,13.460451977401132,27.8225988700565,44347.1186440678,0
2.632768361581921,1961-08-28,15.912429378531074,27.098870056497177,31322.033898305086,0
0,1961-08-29,12.772881355932205,24.753672316384183,40793.898305084746,0
0,1961-08-30,12.696610169491526,25.686440677966104,41784.40677966102,0
0,1961-08-31,13.923163841807911,24.601129943502826,42264.40677966102,0
0,1961-09-01,11.337288135593221,24.63728813559322,43433.898305084746,0
0,1961-09-02,12.121468926553673,25.904519774011302,43220.338983050846,0
0,1961-09-03,11.557062146892656,25.41581920903955,41741.69491525424,0
1.1983050847457628,1961-09-04,13.331073446327684,26.448022598870057,19527.457627118645,0
0,1961-09-05,14.13898305084746,27.298870056497176,36833.898305084746,0
0.7423728813559323,1961-09-06,15.454802259887007,23.08813559322034,17145.762711864405,0
16.403389830508477,1961-09-07,11.69265536723164,24.025988700564973,23904.406779661018,0
0.1576271186440678,1961-09-08,10.052542372881357,14.826553672316384,445.4237288135593,0
1.2310734463276838,1961-09-09,8.707344632768361,18.82542372881356,23072.542372881355,0
0,1961-09-10,10.449152542372882,17.692655367231637,10576.271186440677,0
0,1961-09-11,7.752542372881356,16.828248587570624,10224.406779661016,0
10.077966101694916,1961-09-12,7.6305084745762715,20.919209039548026,23454.915254237287,0
0,1961-09-13,10.200564971751414,22.32768361581921,27242.033898305086,0
0.7412429378531074,1961-09-14,12.014124293785311,26.6135593220339,32617.627118644068,0
0.059887005649717516,1961-09-15,14.109604519774011,24.959322033898307,26157.966101694914,0
0,1961-09-16,11.77627118644068,25.036158192090397,38507.79661016949,0
0,1961-09-17,11.736723163841809,25.778531073446327,38859.661016949154,0
0,1961-09-18,12.046892655367232,27.664406779661018,40403.38983050847,0
0,1961-09-19,12.353107344632768,27.831073446327686,39854.23728813559,0
0,1961-09-20,12.649152542372882,25.232768361581922,36349.83050847457,0
0,1961-09-21,11.659322033898306,22.603389830508476,33274.57627118644,0
0,1961-09-22,9.628813559322035,22.740112994350284,36642.71186440678,0
0,1961-09-23,8.571186440677966,21.60169491525424,37928.13559322034,0
0,1961-09-24,7.763276836158193,21.60847457627119,37389.15254237288,0
0,1961-09-25,8.836723163841809,23.69943502824859,35682.71186440678,0
1.7796610169491527,1961-09-26,10.95536723163842,23.450282485875707,31966.77966101695,0
0,1961-09-27,10.502824858757062,23.60395480225989,30451.525423728814,0
0,1961-09-28,12.26271186440678,24.74180790960452,26578.98305084746,0
0,1961-09-29,12.307344632768363,25.188700564971754,36695.59322033898,0
0,1961-09-30,12.321468926553672,24.793785310734464,32790.50847457627,0
0,1961-10-01,11.922598870056499,22.596610169491527,20943.050847457627,0
0.04124293785310735,1961-10-02,10.298305084745763,17.34689265536723,0,0
2.0045197740112997,1961-10-03,9.961581920903955,13.52316384180791,0,0
0.04632768361581921,1961-10-04,10.206214689265538,13.741242937853109,0,0
0,1961-10-05,9.713559322033898,19.473446327683618,16924.06779661017,0
0.4090395480225989,1961-10-06,9.259887005649718,18.568361581920904,17208.813559322032,0
12.809604519774012,1961-10-07,9.352542372881356,15.981920903954803,274.5762711864407,0
5.489830508474577,1961-10-08,9.18361581920904,15.716949152542373,0,0
0,1961-10-09,9.043502824858757,18.6,17288.13559322034,0
0,1961-10-10,6.607909604519774,20.07909604519774,34145.08474576271,0
0,1961-10-11,7.019774011299435,19.150282485875707,33380.338983050846,0
0,1961-10-12,7.540112994350283,19.077966101694916,27827.79661016949,0
0,1961-10-13,8.26723163841808,15.673446327683616,26920.677966101695,0
0,1961-10-14,4.488700564971752,13.514124293785311,22592.542372881355,0
0,1961-10-15,3.6966101694915254,16.533333333333335,34651.52542372881,0
0,1961-10-16,4.7677966101694915,19.59265536723164,33012.20338983051,0
3.78135593220339,1961-10-17,7.142372881355932,18.39717514124294,22275.254237288136,0
41.70338983050848,1961-10-18,5.52542372881356,15.007344632768362,0,0
4.849152542372882,1961-10-19,4.070621468926554,8.638418079096045,0,0
16.722033898305085,1961-10-20,5.155932203389831,8.031073446327683,0,0
0.45536723163841814,1961-10-21,5.34632768361582,12.295480225988701,11123.389830508475,0
20.25988700564972,1961-10-22,5.101694915254238,10.151412429378531,28.47457627118644,0
0,1961-10-23,7.386440677966102,9.782485875706215,14.23728813559322,0
0.0192090395480226,1961-10-24,5.670056497175142,9.748587570621469,585.7627118644068,0
0,1961-10-25,5.113559322033899,11.299435028248588,13169.49152542373,0
0,1961-10-26,3.9276836158192094,10.268361581920905,3264.406779661017,0
0,1961-10-27,6.663841807909605,16.631073446327683,11257.627118644068,0
1.2265536723163843,1961-10-28,7.397175141242938,14.578531073446328,15813.559322033898,0
0.8457627118644069,1961-10-29,7.505649717514125,12.75819209039548,370.1694915254237,0
7.327118644067797,1961-10-30,6.479096045197741,10.017514124293786,0,0
0,1961-10-31,4.688700564971752,15.415254237288137,30524.745762711864,0
0,1961-11-01,3.859322033898305,14.737853107344634,31425.762711864405,0
0,1961-11-02,4.777966101694916,12.877966101694916,31214.237288135595,0
6.138418079096046,1961-11-03,1.6740112994350282,10.777401129943504,1907.7966101694915,0
9.13502824858757,1961-11-04,0.15028248587570622,6.0005649717514125,0,5.649717514124294e-5
3.2016949152542376,1961-11-05,-0.07288135593220339,3.114124293785311,1808.135593220339,0.009491525423728813
22.863841807909605,1961-11-06,0.9214689265536724,4.170621468926554,0,0.01983050847457627
1.0361581920903955,1961-11-07,2.8632768361581924,4.8903954802259895,0,0.010903954802259887
0.01807909604519774,1961-11-08,2.289265536723164,4.667231638418079,203.38983050847457,0.00672316384180791
0,1961-11-09,2.478531073446328,8.268361581920905,2676.6101694915255,0.002824858757062147
7.6661016949152545,1961-11-10,4.307344632768362,9.364406779661017,0,8.47457627118644e-4
0,1961-11-11,3.7242937853107345,7.2016949152542376,1082.0338983050847,2.2598870056497175e-4
15.018644067796611,1961-11-12,3.432768361581921,7.56271186440678,0,0
6.974011299435029,1961-11-13,6.446327683615819,10.198305084745764,4450.169491525424,0
0.07853107344632769,1961-11-14,2.4994350282485875,12.960451977401132,28775.593220338982,0
0.006779661016949153,1961-11-15,2.2988700564971754,6.692090395480227,0,0
0.05028248587570622,1961-11-16,1.611864406779661,3.6762711864406783,0,0
0,1961-11-17,1.9316384180790962,5.948587570621469,71.1864406779661,0
0,1961-11-18,1.4649717514124294,7.783050847457628,10366.77966101695,0
0,1961-11-19,0.7186440677966103,6.570621468926554,1014.9152542372881,0
0,1961-11-20,-2.653672316384181,3.01864406779661,26190.508474576272,0
0,1961-11-21,-5.477966101694916,1.8463276836158193,25291.525423728814,0
0,1961-11-22,-5.78361581920904,2.9214689265536724,26292.20338983051,0
0,1961-11-23,-6.045197740112995,2.7135593220338987,19562.033898305086,0
0,1961-11-24,-4.03728813559322,3.3163841807909606,2914.576271186441,0
0,1961-11-25,-0.9423728813559323,3.2056497175141243,176.94915254237287,0
0.054802259887005655,1961-11-26,0.2,4.568361581920904,242.03389830508473,0
0,1961-11-27,2.129943502824859,12.611864406779661,4476.610169491525,0
0.08983050847457627,1961-11-28,4.433333333333334,10.629378531073447,5086.779661016949,0
3.466666666666667,1961-11-29,2.237853107344633,7.096610169491526,12.203389830508474,0
0.002824858757062147,1961-11-30,2.490960451977401,6.264406779661018,1338.3050847457628,0
0,1961-12-01,2.634463276836158,10.766666666666667,3673.2203389830506,0
0,1961-12-02,2.1045197740112997,10.122598870056498,19134.915254237287,0
0,1961-12-03,1.6519774011299435,7.946327683615819,3488.135593220339,0
0,1961-12-04,0.4259887005649718,10.644632768361582,1128.8135593220338,0
0,1961-12-05,4.3169491525423735,11.239548022598871,11336.949152542373,0
23.51581920903955,1961-12-06,-1.6542372881355933,9.129378531073447,0,0
0.08135593220338984,1961-12-07,-2.461581920903955,0.9028248587570622,17082.71186440678,0
0,1961-12-08,-4.795480225988701,1.065536723163842,26843.389830508473,0
0,1961-12-09,-7.364406779661017,-2.110169491525424,3858.3050847457625,0
0,1961-12-10,-7.142937853107345,-1.6819209039548024,896.9491525423729,0
4.66045197740113,1961-12-11,-5.127118644067797,4.815819209039549,0,0.023954802259887005
14.997740112994352,1961-12-12,2.519774011299435,10.006214689265537,1403.3898305084747,0
2.38135593220339,1961-12-13,-1.7898305084745765,9.843502824858758,6477.966101694915,0
4.248587570621469,1961-12-14,-8.366101694915255,-1.6508474576271188,0,0.042881355932203394
1.3502824858757063,1961-12-15,-11.923163841807911,-2.0819209039548023,25958.64406779661,0.04983050847457627
2.231638418079096,1961-12-16,-14.515254237288136,-3.6124293785310737,6197.28813559322,0.0672316384180791
0.052542372881355937,1961-12-17,-14.512429378531074,-5.633898305084746,21880.677966101695,0.05615819209039548
