rr,date,tn,tx,sa,snow
2.5926553672316386,1961-01-01,-4.322598870056497,-0.6435028248587571,0,0.02310734463276836
6.029943502824859,1961-01-02,-2.93954802259887,0.07514124293785311,0,0.06344632768361583
0.1384180790960452,1961-01-03,-4.433898305084746,3.4096045197740117,7423.728813559322,0.04711864406779661
4.875706214689266,1961-01-04,0.8655367231638419,4.791525423728814,288.8135593220339,0.018983050847457626
0.2401129943502825,1961-01-05,-0.8101694915254238,2.51864406779661,606.1016949152543,0.016214689265536722
0.04180790960451978,1961-01-06,-3.723728813559322,1.796045197740113,18976.271186440677,0.014689265536723164
0,1961-01-07,-3.4468926553672317,3.612994350282486,2188.4745762711864,0.013107344632768362
0,1961-01-08,-2.0293785310734465,3.310169491525424,11648.135593220339,0.011807909604519775
0,1961-01-09,-1.5372881355932204,3.9000000000000004,1415.593220338983,0.006271186440677966
0,1961-01-10,-1.8649717514124295,1.8525423728813561,162.71186440677965,0.005649717514124294
0.44689265536723166,1961-01-11,-2.853672316384181,3.5451977401129944,8389.830508474577,0.005423728813559322
1.4395480225988702,1961-01-12,-4.472316384180791,-0.05988700564971752,140.33898305084745,0.015819209039548022
0,1961-01-13,-8.3,-1.1649717514124294,16730.84745762712,0.014519774011299435
0,1961-01-14,-8.768361581920905,-2.888135593220339,13539.661016949152,0.01384180790960452
0,1961-01-15,-8.461016949152542,-1.0005649717514125,2050.169491525424,0.009943502824858758
0,1961-01-16,-4.359322033898305,2.332768361581921,14105.084745762711,0.007401129943502825
0,1961-01-17,-6.768361581920904,0.1706214689265537,25181.694915254237,0.006327683615819209
0,1961-01-18,-12.98813559322034,-4.0361581920903955,24890.84745762712,0.005932203389830509
0,1961-01-19,-12.842372881355933,-4.792655367231639,25279.322033898305,0.005480225988700565
0,1961-01-20,-12.32090395480226,-1.561581920903955,27837.966101694914,0.005028248587570621
0.0824858757062147,1961-01-21,-9.455932203389832,-2.835028248587571,3036.6101694915255,0.00480225988700565
0,1961-01-22,-8.061581920903956,-2.976271186440678,18831.86440677966,0.004632768361581921
0,1961-01-23,-8.184745762711865,0.4548022598870057,390.50847457627117,0.004124293785310734
1.6644067796610171,1961-01-24,-5.04632768361582,-1.5751412429378533,10.169491525423728,0.01966101694915254
0.30282485875706217,1961-01-25,-5.04180790960452,-2.526553672316384,0,0.016610169491525426
0.1847457627118644,1961-01-26,-8.531638418079096,-3.6949152542372885,4.067796610169491,0.015084745762711864
0,1961-01-27,-12.468926553672317,-3.6305084745762715,16008.813559322034,0.01440677966101695
0,1961-01-28,-12.819774011299435,-4.779661016949153,27124.06779661017,0.01327683615819209
0,1961-01-29,-12.973446327683616,-1.2112994350282487,5637.966101694915,0.011694915254237288
0,1961-01-30,-8.873446327683617,1.2322033898305085,13560,0.009717514124293785
0.1,1961-01-31,-1.34180790960452,6.297175141242938,1444.0677966101696,0.0010734463276836157
0.9101694915254238,1961-02-01,-1.673446327683616,5.940112994350283,0,3.9548022598870055e-4
0.005084745762711865,1961-02-02,-1.8491525423728814,5.294350282485876,20757.966101694914,4.519774011299435e-4
0.12090395480225989,1961-02-03,-1.2887005649717516,6.4553672316384185,16200,2.2598870056497175e-4
0.46101694915254243,1961-02-04,-2.0175141242937853,4.327118644067797,20757.966101694914,2.824858757062147e-4
1.2751412429378532,1961-02-05,-2.5451977401129944,2.5333333333333337,3681.35593220339,0.007344632768361582
0.04293785310734464,1961-02-06,-6.3474576271186445,0.32542372881355935,2176.271186440678,0.00519774011299435
2.8463276836158196,1961-02-07,-4.748587570621469,2.44406779661017,0,0.02446327683615819
2.2028248587570625,1961-02-08,-1.2429378531073447,6.1451977401129945,25899.661016949154,9.604519774011299e-4
1.8186440677966103,1961-02-09,-0.3994350282485876,3.1395480225988703,0,0.00480225988700565
0.31977401129943506,1961-02-10,0.2875706214689266,7.5435028248587574,8338.983050847457,6.214689265536723e-4
0.33672316384180795,1961-02-11,-0.2073446327683616,7.930508474576271,11074.57627118644,2.2598870056497175e-4
1.8005649717514125,1961-02-12,0.9028248587570622,7.3559322033898304,3524.7457627118642,0
0.13728813559322034,1961-02-13,1.9480225988700566,8.579661016949153,21589.830508474577,0
0.012994350282485877,1961-02-14,2.094350282485876,5.551977401129943,876.6101694915254,0
0,1961-02-15,0.38135593220338987,9.498305084745763,27366.101694915254,0
0,1961-02-16,1.484180790960452,11.191525423728814,25911.86440677966,0
0,1961-02-17,1.4135593220338984,9.231073446327684,12183.050847457627,0
0,1961-02-18,0.13954802259887006,11.014689265536724,26009.491525423728,0
0.2745762711864407,1961-02-19,1.12090395480226,10.823728813559322,10755.254237288136,0
0.46327683615819215,1961-02-20,1.411864406779661,7.452542372881356,115.9322033898305,0
0.13502824858757062,1961-02-21,0.8807909604519775,3.7672316384180795,0,0
0,1961-02-22,-0.03785310734463277,3.510169491525424,101.69491525423729,0
0,1961-02-23,1.388135593220339,4.597740112994351,30.508474576271187,0
0,1961-02-24,0.823728813559322,7.2090395480225995,14249.49152542373,0
0,1961-02-25,0.02655367231638419,3.476271186440678,551.1864406779661,0
0,1961-02-26,-1.03954802259887,3.586440677966102,2764.0677966101694,0
0.054802259887005655,1961-02-27,-2.261581920903955,6.16271186440678,24282.71186440678,0
1.8451977401129944,1961-02-28,-1.596045197740113,7.648022598870057,4606.779661016949,0
2.601129943502825,1961-03-01,1.024858757062147,7.386440677966102,11469.152542372882,0
0,1961-03-02,0.1169491525423729,7.892090395480226,25936.271186440677,0
2.2610169491525425,1961-03-03,-0.07457627118644068,5.3621468926553675,0,5.649717514124294e-5
0.3401129943502825,1961-03-04,1.5372881355932204,7.041242937853108,3252.2033898305085,0
0,1961-03-05,-0.6412429378531074,12.342372881355933,32875.93220338983,0
0,1961-03-06,2.016949152542373,12.3135593220339,32280,0
0,1961-03-07,1.1152542372881356,15.933898305084746,33813.5593220339,0
0,1961-03-08,4.397175141242938,15.195480225988701,36313.220338983054,0
0,1961-03-09,2.865536723163842,17.7090395480226,36673.220338983054,0
0,1961-03-10,3.5361581920903955,19.5,36555.254237288136,0
0,1961-03-11,5.18587570621469,18.870621468926554,34682.03389830508,0
0,1961-03-12,4.007909604519774,17.2045197740113,31320,0
0.2129943502824859,1961-03-13,8.815254237288135,14.3045197740113,1763.3898305084747,0
0,1961-03-14,7.6943502824858765,14.101694915254239,921.3559322033898,0
0,1961-03-15,6.074011299435028,13.007909604519774,5188.474576271186,0
0,1961-03-16,4.017514124293785,19.896045197740115,38092.8813559322,0
0,1961-03-17,5.475141242937854,17.592090395480227,36394.57627118644,0
7.815254237288136,1961-03-18,5.56045197740113,20.96666666666667,38341.016949152545,0
2.953672316384181,1961-03-19,1.2790960451977402,12.517514124293786,0,0
0.014124293785310734,1961-03-20,-0.7621468926553673,6.280225988700566,31562.033898305086,0
0.09265536723163842,1961-03-21,-1.0824858757062148,7.445762711864407,658.9830508474577,0
0.32881355932203393,1961-03-22,-2.1463276836158194,4.294350282485876,30323.389830508473,0
0,1961-03-23,-2.910734463276836,8.407909604519775,9557.28813559322,0
0,1961-03-24,2.919774011299435,12.339548022598871,28521.35593220339,0
0,1961-03-25,3.8242937853107346,13.9045197740113,21252.20338983051,0
0,1961-03-26,2.151412429378531,15.283050847457627,35757.96610169492,0
0.21581920903954804,1961-03-27,3.127683615819209,13.283050847457627,4202.033898305085,0
0,1961-03-28,0.3581920903954803,7.884180790960452,40145.08474576271,0
0,1961-03-29,-0.5841807909604521,9.420903954802261,7915.932203389831,0
0.08474576271186442,1961-03-30,2.7728813559322036,14.757062146892656,9250.169491525423,0
4.770621468926554,1961-03-31,5.6440677966101696,15.932768361581921,14467.118644067798,0
0,1961-04-01,4.533898305084746,13.010734463276837,10492.881355932202,0
2.297175141242938,1961-04-02,6.936723163841808,16.744632768361583,16675.93220338983,0
1.248587570621469,1961-04-03,7.109604519774011,16.066666666666666,9120,0
0,1961-04-04,4.410734463276836,17.999435028248588,36266.4406779661,0
0,1961-04-05,5.822033898305085,20.71864406779661,42201.35593220339,0
0,1961-04-06,7.027118644067797,22.248022598870058,41989.83050847457,0
0.18531073446327684,1961-04-07,8.649152542372882,24.354237288135593,40462.372881355936,0
0.5627118644067797,1961-04-08,12.205649717514126,24.056497175141246,22627.118644067796,0
0,1961-04-09,6.412994350282486,16.52090395480226,844.0677966101695,0
0,1961-04-10,5.163841807909605,14.161016949152543,17347.118644067796,0
0.9903954802259888,1961-04-11,6.8474576271186445,16.002824858757062,1108.4745762711864,0
0,1961-04-12,8.030508474576271,17.150282485875707,38194.57627118644,0
0,1961-04-13,6.511299435028249,19.55536723163842,43177.627118644064,0
0,1961-04-14,5.658757062146893,21.336158192090398,44115.254237288136,0
0,1961-04-15,7.953672316384181,20.524858757062148,40700.338983050846,0
0.14519774011299436,1961-04-16,8.164406779661018,19.055932203389833,41772.20338983051,0
0,1961-04-17,6.175706214689266,18.781920903954802,20033.898305084746,0
8.080225988700565,1961-04-18,8.74180790960452,16.915819209039547,14044.06779661017,0
7.0129943502824865,1961-04-19,8.266666666666667,11.845197740112996,0,0
0,1961-04-20,8.805084745762713,17.866101694915255,35526.101694915254,0
0,1961-04-21,5.416949152542373,17.305649717514125,39459.661016949154,0
0,1961-04-22,7.205084745762712,16.59265536723164,33073.220338983054,0
0.8146892655367232,1961-04-23,5.9406779661016955,11.980225988700566,0,0
0.6050847457627119,1961-04-24,6.411299435028249,12.59265536723164,0,0
0.02033898305084746,1961-04-25,9.205084745762713,17.338983050847457,29426.4406779661,0
13.057627118644069,1961-04-26,7.338418079096045,18.91073446327684,28962.71186440678,0
0.2531073446327684,1961-04-27,9.136723163841808,14.702259887005651,6945.762711864407,0
0,1961-04-28,6.3977401129943505,17.812429378531075,36634.57627118644,0
15.659887005649718,1961-04-29,7.68587570621469,17.527118644067798,5064.406779661017,0
13.300564971751413,1961-04-30,7.985310734463277,11.038418079096045,0,0
0,1961-05-01,8.581920903954803,15.574011299435028,21174.915254237287,0
